metric_category,name,year,metric_name,value,units,additional_notes,,,,,,,
SOCIAL,CJ ENM,2024,Total Number of New Hires - Total number of new hires,346,Person,,,,,,,,
SOCIAL,CJ ENM,2022,Composition of New Hires by Age Group - Under 30,226,Person,,,,,,,,
SOCIAL,CJ ENM,2023,Composition of New Hires by Age Group - Under 30,90,Person,,,,,,,,
SOCIAL,CJ ENM,2024,Composition of New Hires by Age Group - Under 30,129,Person,,,,,,,,
SOCIAL,CJ ENM,2022,Composition of New Hires by Age Group - 30–50,323,Person,,,,,,,,
SOCIAL,CJ ENM,2023,Composition of New Hires by Age Group - 30–50,109,Person,,,,,,,,
SOCIAL,CJ ENM,2024,Composition of New Hires by Age Group - 30–50,215,Person,,,,,,,,
SOCIAL,CJ ENM,2022,Composition of New Hires by Age Group - Over 50,8,Person,,,,,,,,
SOCIAL,CJ ENM,2023,Composition of New Hires by Age Group - Over 50,4,Person,,,,,,,,
SOCIAL,CJ ENM,2024,Composition of New Hires by Age Group - Over 50,2,Person,,,,,,,,
SOCIAL,CJ ENM,2022,Composition of New Hires by Gender - Male,187,Person,,,,,,,,
SOCIAL,CJ ENM,2023,Composition of New Hires by Gender - Male,59,Person,,,,,,,,
SOCIAL,CJ ENM,2024,Composition of New Hires by Gender - Male,111,Person,,,,,,,,
SOCIAL,CJ ENM,2022,Composition of New Hires by Gender - Female,370,Person,,,,,,,,
SOCIAL,CJ ENM,2023,Composition of New Hires by Gender - Female,144,Person,,,,,,,,
SOCIAL,CJ ENM,2024,Composition of New Hires by Gender - Female,235,Person,,,,,,,,
SOCIAL,CJ ENM,2022,Turnover Rate - Voluntary turnover rate,10.06,%,,,,,,,,
SOCIAL,CJ ENM,2023,Turnover Rate - Voluntary turnover rate,10.77,%,,,,,,,,
SOCIAL,CJ ENM,2024,Turnover Rate - Voluntary turnover rate,7.8,%,,,,,,,,
SOCIAL,CJ ENM,2022,Turnover Rate - Involuntary turnover rate,0.72,%,,,,,,,,
SOCIAL,CJ ENM,2023,Turnover Rate - Involuntary turnover rate,4.28,%,,,,,,,,
SOCIAL,CJ ENM,2024,Turnover Rate - Involuntary turnover rate,3.24,%,,,,,,,,
SOCIAL,CJ ENM,2022,Employee Engagement,0.74,%,,,,,,,,
SOCIAL,CJ ENM,2023,Employee Engagement,0.75,%,,,,,,,,
SOCIAL,CJ ENM,2024,Employee Engagement,0.51),%,1) Numbers may vary due to changes in baseline standards as of 2024,,,,,,,
SOCIAL,CJ ENM,2022,Employee Training Hour,26,Hour per person,,,,,,,,
SOCIAL,CJ ENM,2023,Employee Training Hour,36,Hour per person,,,,,,,,
SOCIAL,CJ ENM,2024,Employee Training Hour,36,Hour per person,,,,,,,,
SOCIAL,CJ ENM,2022,Employee Training Cost,75,KRW 10K per person,,,,,,,,
SOCIAL,CJ ENM,2023,Employee Training Cost,58,KRW 10K per person,,,,,,,,
SOCIAL,CJ ENM,2024,Employee Training Cost,72),KRW 10K per person,"2) From 2024, training expenses to be recorded in the business report as a new reporting standard",,,,,,,
SOCIAL,CJ ENM,2022,Employee Injury Rate - Number of injured workers(occupational accidents),0,Person,1) Including work-related injuries,,,,,,,
SOCIAL,CJ ENM,2023,Employee Injury Rate - Number of injured workers(occupational accidents),1,Person,1) Including work-related injuries,,,,,,,
SOCIAL,CJ ENM,2024,Employee Injury Rate - Number of injured workers(occupational accidents),1,Person,1) Including work-related injuries,,,,,,,
SOCIAL,CJ ENM,2022,Employee Injury Rate - Number of injured workers(occupational illnesses),1,Person,1) Including work-related injuries,,,,,,,
SOCIAL,CJ ENM,2023,Employee Injury Rate - Number of injured workers(occupational illnesses),0,Person,1) Including work-related injuries,,,,,,,
SOCIAL,CJ ENM,2024,Employee Injury Rate - Number of injured workers(occupational illnesses),0,Person,1) Including work-related injuries,,,,,,,
SOCIAL,CJ ENM,2022,Employee injury rate,0.03,%,,,,,,,,
SOCIAL,CJ ENM,2023,Employee injury rate,0.03,%,,,,,,,,
SOCIAL,CJ ENM,2024,Employee injury rate,0.03,%,,,,,,,,
SOCIAL,CJ ENM,2022,Number of Employee Fatalities - Number of fatalities caused by occupational accidents,0,Case,,,,,,,,
SOCIAL,CJ ENM,2023,Number of Employee Fatalities - Number of fatalities caused by occupational accidents,0,Case,,,,,,,,
SOCIAL,CJ ENM,2024,Number of Employee Fatalities - Number of fatalities caused by occupational accidents,0,Case,,,,,,,,
SOCIAL,CJ ENM,2022,Number of Employee Fatalities - Number of fatalities caused by occupational illnesses,1,Case,,,,,,,,
SOCIAL,CJ ENM,2023,Number of Employee Fatalities - Number of fatalities caused by occupational illnesses,0,Case,,,,,,,,
SOCIAL,CJ ENM,2024,Number of Employee Fatalities - Number of fatalities caused by occupational illnesses,0,Case,,,,,,,,
SOCIAL,CJ ENM,2022,Number of Employee Fatalities - Total number of fatalities cases,1,Case,,,,,,,,
SOCIAL,CJ ENM,2023,Number of Employee Fatalities - Total number of fatalities cases,0,Case,,,,,,,,
SOCIAL,CJ ENM,2024,Number of Employee Fatalities - Total number of fatalities cases,0,Case,,,,,,,,
SOCIAL,CJ ENM,2022,LTIFR (Lost Time Injury Frequency Rate),0,Case/million hour,,,,,,,,
SOCIAL,CJ ENM,2023,LTIFR (Lost Time Injury Frequency Rate),0.15,Case/million hour,,,,,,,,
SOCIAL,CJ ENM,2024,LTIFR (Lost Time Injury Frequency Rate),0,Case/million hour,,,,,,,,
SOCIAL,CJ ENM,2022,OIFR (Occupational Illness Frequency Rate),0.13,Case/million hour,,,,,,,,
SOCIAL,CJ ENM,2023,OIFR (Occupational Illness Frequency Rate),0,Case/million hour,,,,,,,,
SOCIAL,CJ ENM,2024,OIFR (Occupational Illness Frequency Rate),0,Case/million hour,,,,,,,,
SOCIAL,CJ ENM,2022,Number of Serious Accidents,1,Case,,,,,,,,
SOCIAL,CJ ENM,2023,Number of Serious Accidents,0,Case,,,,,,,,
SOCIAL,CJ ENM,2024,Number of Serious Accidents,0,Case,,,,,,,,
SOCIAL,CJ ENM,2022,Inclusion of Social Minorities - Number of employees with disabilities,34,Person,,,,,,,,
SOCIAL,CJ ENM,2023,Inclusion of Social Minorities - Number of employees with disabilities,32,Person,,,,,,,,
SOCIAL,CJ ENM,2024,Inclusion of Social Minorities - Number of employees with disabilities,26,Person,,,,,,,,
SOCIAL,CJ ENM,2022,Female to Male Wage Ratio - Pay gap by gender,65.9,%,,,,,,,,
SOCIAL,CJ ENM,2023,Female to Male Wage Ratio - Pay gap by gender,68,%,,,,,,,,
SOCIAL,CJ ENM,2024,Female to Male Wage Ratio - Pay gap by gender,63.34,%,,,,,,,,
SOCIAL,CJ ENM,2022,Number of Employees on Parental Leave - Total number of employees who use the parental leave program,77,Person,,,,,,,,
SOCIAL,CJ ENM,2023,Number of Employees on Parental Leave - Total number of employees who use the parental leave program,68,Person,,,,,,,,
SOCIAL,CJ ENM,2024,Number of Employees on Parental Leave - Total number of employees who use the parental leave program,98,Person,,,,,,,,
SOCIAL,CJ ENM,2022,Percentage of Employees Who Have Returned from Parental Leave,100,%,,,,,,,,
SOCIAL,CJ ENM,2023,Percentage of Employees Who Have Returned from Parental Leave,97.85,%,,,,,,,,
SOCIAL,CJ ENM,2024,Percentage of Employees Who Have Returned from Parental Leave,95.96,%,,,,,,,,
SOCIAL,CJ ENM,2022,Retention Rate after Returning from Parental Leave(12 Months or More),78.69,%,,,,,,,,
SOCIAL,CJ ENM,2023,Retention Rate after Returning from Parental Leave(12 Months or More),68.57,%,,,,,,,,
SOCIAL,CJ ENM,2024,Retention Rate after Returning from Parental Leave(12 Months or More),73.63,%,,,,,,,,
SOCIAL,CJ ENM,2022,Percentage of Female Managers,38.02,%,,,,,,,,
SOCIAL,CJ ENM,2023,Percentage of Female Managers,35.92,%,,,,,,,,
SOCIAL,CJ ENM,2024,Percentage of Female Managers,37.37,%,,,,,,,,
SOCIAL,CJ ENM,2022,Percentage of Female Executives,12.96,%,,,,,,,,
SOCIAL,CJ ENM,2023,Percentage of Female Executives,17.39,%,,,,,,,,
SOCIAL,CJ ENM,2024,Percentage of Female Executives,20.93,%,,,,,,,,
SOCIAL,CJ ENM,2022,Percentage of Female Staff in STEM Departments,38.86,%,,,,,,,,
SOCIAL,CJ ENM,2023,Percentage of Female Staff in STEM Departments,46.31,%,,,,,,,,
SOCIAL,CJ ENM,2024,Percentage of Female Staff in STEM Departments,42.57,%,,,,,,,,
SOCIAL,CJ ENM,2022,Percentage of Employees Subject to Regular Performance Evaluation - Percentage of employees subject to MBO(Management By Objectives),90.66,%,,,,,,,,
SOCIAL,CJ ENM,2023,Percentage of Employees Subject to Regular Performance Evaluation - Percentage of employees subject to MBO(Management By Objectives),92.33,%,,,,,,,,
SOCIAL,CJ ENM,2024,Percentage of Employees Subject to Regular Performance Evaluation - Percentage of employees subject to MBO(Management By Objectives),87.07,%,,,,,,,,
SOCIAL,CJ ENM,2022,Amount of Growth Fund Raised,700,KRW 100M,,,,,,,,
SOCIAL,CJ ENM,2023,Amount of Growth Fund Raised,700,KRW 100M,,,,,,,,
SOCIAL,CJ ENM,2024,Amount of Growth Fund Raised,700,KRW 100M,,,,,,,,
SOCIAL,CJ ENM,2022,Percentage of Contracts Subject to the Supplier Code of Conduct,Data aggregation infeasible,%,,,,,,,,
SOCIAL,CJ ENM,2023,Percentage of Contracts Subject to the Supplier Code of Conduct,Data aggregation infeasible,%,,,,,,,,
SOCIAL,CJ ENM,2024,Percentage of Contracts Subject to the Supplier Code of Conduct,Data aggregation infeasible,%,,,,,,,,
SOCIAL,CJ ENM,2022,Donations - Social contribution expenses: Donations,75,KRW 100M,,,,,,,,
SOCIAL,CJ ENM,2023,Donations - Social contribution expenses: Donations,102,KRW 100M,,,,,,,,
SOCIAL,CJ ENM,2024,Donations - Social contribution expenses: Donations,110,KRW 100M,,,,,,,,
SOCIAL,CJ ENM,2022,Volunteer Activities Hours,7613,Hour,,,,,,,
SOCIAL,CJ ENM,2023,Volunteer Activities Hours,5539,Hour,,,,,,,
SOCIAL,CJ ENM,2024,Volunteer Activities Hours,8630,Hour,,,,,,,
SOCIAL,CJ ENM,2022,Number of Employees Who Participated in Volunteer Activities,959,Person,,,,,,,,
SOCIAL,CJ ENM,2023,Number of Employees Who Participated in Volunteer Activities,860,Person,,,,,,,,
SOCIAL,CJ ENM,2024,Number of Employees Who Participated in Volunteer Activities,967,Person,,,,,,,,
GOVERNANCE,CJ ENM,2022,Percentage of Independent Directors on the Board of Directors,57.14,%,,,,,,,,
GOVERNANCE,CJ ENM,2023,Percentage of Independent Directors on the Board of Directors,57.14,%,,,,,,,,
GOVERNANCE,CJ ENM,2024,Percentage of Independent Directors on the Board of Directors,66.67,%,,,,,,,,
GOVERNANCE,CJ ENM,2022,Number of Members of Board of Directors,7,Person,,,,,,,,
GOVERNANCE,CJ ENM,2023,Number of Members of Board of Directors,7,Person,,,,,,,,
GOVERNANCE,CJ ENM,2024,Number of Members of Board of Directors,6,Person,,,,,,,,
GOVERNANCE,CJ ENM,2022,Number of Independent Directors,4,Person,,,,,,,,
GOVERNANCE,CJ ENM,2023,Number of Independent Directors,4,Person,,,,,,,,
GOVERNANCE,CJ ENM,2024,Number of Independent Directors,4,Person,,,,,,,,
GOVERNANCE,CJ ENM,2022,Number of Female Directors,1,Person,,,,,,,,
GOVERNANCE,CJ ENM,2023,Number of Female Directors,1,Person,,,,,,,,
GOVERNANCE,CJ ENM,2024,Number of Female Directors,2,Person,,,,,,,,
GOVERNANCE,CJ ENM,2022,Number of Board of Directors Meetings,14,Meeting,,,,,,,,
GOVERNANCE,CJ ENM,2023,Number of Board of Directors Meetings,11,Meeting,,,,,,,,
GOVERNANCE,CJ ENM,2024,Number of Board of Directors Meetings,13,Meeting,,,,,,,,
GOVERNANCE,CJ ENM,2022,Number of Agenda Items Submitted to Board of Directors Meetings,40,Item,,,,,,,,
GOVERNANCE,CJ ENM,2023,Number of Agenda Items Submitted to Board of Directors Meetings,33,Item,,,,,,,,
GOVERNANCE,CJ ENM,2024,Number of Agenda Items Submitted to Board of Directors Meetings,34,Item,,,,,,,,
GOVERNANCE,CJ ENM,2022,Number of Agenda Items Objected/Amended by Independent Directors,0,Item,,,,,,,,
GOVERNANCE,CJ ENM,2023,Number of Agenda Items Objected/Amended by Independent Directors,0,Item,,,,,,,,
GOVERNANCE,CJ ENM,2024,Number of Agenda Items Objected/Amended by Independent Directors,0,Item,,,,,,,,
GOVERNANCE,CJ ENM,2022,Attendance Rate of Internal Directors for Board of Directors Meetings,86,%,,,,,,,,
GOVERNANCE,CJ ENM,2023,Attendance Rate of Internal Directors for Board of Directors Meetings,95,%,,,,,,,,
GOVERNANCE,CJ ENM,2024,Attendance Rate of Internal Directors for Board of Directors Meetings,100,%,,,,,,,,
GOVERNANCE,CJ ENM,2022,Attendance Rate of Independent Directors for Board of Directors Meetings,98,%,,,,,,,,
GOVERNANCE,CJ ENM,2023,Attendance Rate of Independent Directors for Board of Directors Meetings,98,%,,,,,,,,
GOVERNANCE,CJ ENM,2024,Attendance Rate of Independent Directors for Board of Directors Meetings,100,%,,,,,,,,
GOVERNANCE,CJ ENM,2022,Attendance Rate of Independent Directors at the Independent Director Candidate Recommendation Committee,Not held,%,,,,,,,,
GOVERNANCE,CJ ENM,2023,Attendance Rate of Independent Directors at the Independent Director Candidate Recommendation Committee,100,%,,,,,,,,
GOVERNANCE,CJ ENM,2024,Attendance Rate of Independent Directors at the Independent Director Candidate Recommendation Committee,100,%,,,,,,,,
GOVERNANCE,CJ ENM,2022,Attendance Rate of Independent Directors for Compensation Committee,100,%,,,,,,,,
GOVERNANCE,CJ ENM,2023,Attendance Rate of Independent Directors for Compensation Committee,100,%,,,,,,,,
GOVERNANCE,CJ ENM,2024,Attendance Rate of Independent Directors for Compensation Committee,100,%,,,,,,,,
GOVERNANCE,CJ ENM,2022,Attendance Rate of Independent Directors for Audit Committee,100,%,,,,,,,,
GOVERNANCE,CJ ENM,2023,Attendance Rate of Independent Directors for Audit Committee,96,%,,,,,,,,
GOVERNANCE,CJ ENM,2024,Attendance Rate of Independent Directors for Audit Committee,100,%,,,,,,,,
GOVERNANCE,CJ ENM,2022,Total Compensation for Internal Directors,2571,KRW 1M,,,,,,,
GOVERNANCE,CJ ENM,2023,Total Compensation for Internal Directors,2240,KRW 1M,,,,,,,
GOVERNANCE,CJ ENM,2024,Total Compensation for Internal Directors,2378,KRW 1M,,,,,,,
GOVERNANCE,CJ ENM,2022,Total Comepnsation for Independent Directors,302,KRW 1M,,,,,,,,
GOVERNANCE,CJ ENM,2023,Total Comepnsation for Independent Directors,302,KRW 1M,,,,,,,,
GOVERNANCE,CJ ENM,2024,Total Comepnsation for Independent Directors,341,KRW 1M,,,,,,,,
GOVERNANCE,CJ ENM,2022,Number of Audit Committee Meetings,5,Meeting,,,,,,,,
GOVERNANCE,CJ ENM,2023,Number of Audit Committee Meetings,6,Meeting,,,,,,,,
GOVERNANCE,CJ ENM,2024,Number of Audit Committee Meetings,5,Meeting,,,,,,,,
GOVERNANCE,CJ ENM,2022,Percentage of Independent Directors out of Audit Committee Members,100,%,,,,,,,,
GOVERNANCE,CJ ENM,2023,Percentage of Independent Directors out of Audit Committee Members,100,%,,,,,,,,
GOVERNANCE,CJ ENM,2024,Percentage of Independent Directors out of Audit Committee Members,100,%,,,,,,,,
GOVERNANCE,CJ ENM,2022,Percentage of Non-Audit Service Fees to Audit Service Fees,27.95,%,,,,,,,,
GOVERNANCE,CJ ENM,2023,Percentage of Non-Audit Service Fees to Audit Service Fees,6.21,%,,,,,,,,
GOVERNANCE,CJ ENM,2024,Percentage of Non-Audit Service Fees to Audit Service Fees,12.41,%,,,,,,,,
GOVERNANCE,CJ ENM,2022,Ownership Stake of Largest Shareholders and Related Parties,48.17,%,,,,,,,,
GOVERNANCE,CJ ENM,2023,Ownership Stake of Largest Shareholders and Related Parties,48.17,%,,,,,,,,
GOVERNANCE,CJ ENM,2024,Ownership Stake of Largest Shareholders and Related Parties,48.17,%,,,,,,,,
GOVERNANCE,CJ ENM,2022,Ownership Stake of Registered Executives Excluding Largest Shareholder and His/Her Family Members,0,%,,,,,,,,
GOVERNANCE,CJ ENM,2023,Ownership Stake of Registered Executives Excluding Largest Shareholder and His/Her Family Members,0,%,,,,,,,,
GOVERNANCE,CJ ENM,2024,Ownership Stake of Registered Executives Excluding Largest Shareholder and His/Her Family Members,0,%,,,,,,,,
GOVERNANCE,CJ ENM,2022,Dividend Payout Ratio,0,%,,,,,,,,
GOVERNANCE,CJ ENM,2023,Dividend Payout Ratio,0,%,,,,,,,,
GOVERNANCE,CJ ENM,2024,Dividend Payout Ratio,0,%,,,,,,,,
SOCIAL,CJ ENM,2022,Human Rights - Number of Reported Cases - Number of reported cases,6,Case,,,,,,,,
SOCIAL,CJ ENM,2023,Human Rights - Number of Reported Cases - Number of reported cases,3,Case,,,,,,,,
SOCIAL,CJ ENM,2024,Human Rights - Number of Reported Cases - Number of reported cases,6,Case,,,,,,,,
SOCIAL,CJ ENM,2022,Human Rights - Number of Reported Cases - Number of reported cases related to external abuse of power,2,Case,,,,,,,,
SOCIAL,CJ ENM,2023,Human Rights - Number of Reported Cases - Number of reported cases related to external abuse of power,1,Case,,,,,,,,
SOCIAL,CJ ENM,2024,Human Rights - Number of Reported Cases - Number of reported cases related to external abuse of power,4,Case,,,,,,,,
SOCIAL,CJ ENM,2022,Human Rights - Number of Reported Cases - Number of reported cases related to sexual harassment,0,Case,,,,,,,,
SOCIAL,CJ ENM,2023,Human Rights - Number of Reported Cases - Number of reported cases related to sexual harassment,1,Case,,,,,,,,
SOCIAL,CJ ENM,2024,Human Rights - Number of Reported Cases - Number of reported cases related to sexual harassment,1,Case,,,,,,,,
SOCIAL,CJ ENM,2022,Human Rights - Number of Reported Cases - Number of reported cases related to workplace bullying,4,Case,,,,,,,,
SOCIAL,CJ ENM,2023,Human Rights - Number of Reported Cases - Number of reported cases related to workplace bullying,1,Case,,,,,,,,
SOCIAL,CJ ENM,2024,Human Rights - Number of Reported Cases - Number of reported cases related to workplace bullying,1,Case,,,,,,,,
SOCIAL,CJ ENM,2022,Human Rights - Number of Reported Cases - Number of reported cases related to safety accidents,0,Case,,,,,,,,
SOCIAL,CJ ENM,2023,Human Rights - Number of Reported Cases - Number of reported cases related to safety accidents,0,Case,,,,,,,,
SOCIAL,CJ ENM,2024,Human Rights - Number of Reported Cases - Number of reported cases related to safety accidents,0,Case,,,,,,,,
SOCIAL,CJ ENM,2022,Human Rights - Number of Valid and Resolved Cases - Number of valid and resolved cases,4,Case,,,,,,,,
SOCIAL,CJ ENM,2023,Human Rights - Number of Valid and Resolved Cases - Number of valid and resolved cases,3,Case,,,,,,,,
SOCIAL,CJ ENM,2024,Human Rights - Number of Valid and Resolved Cases - Number of valid and resolved cases,5,Case,,,,,,,,
SOCIAL,CJ ENM,2022,Human Rights - Number of Valid and Resolved Cases - Number of valid and resolved cases related to external abuse of power,1,Case,,,,,,,,
SOCIAL,CJ ENM,2023,Human Rights - Number of Valid and Resolved Cases - Number of valid and resolved cases related to external abuse of power,1,Case,,,,,,,,
SOCIAL,CJ ENM,2024,Human Rights - Number of Valid and Resolved Cases - Number of valid and resolved cases related to external abuse of power,3,Case,,,,,,,,
SOCIAL,CJ ENM,2022,Human Rights - Number of Valid and Resolved Cases - Number of valid and resolved cases related to sexual harassment,0,Case,,,,,,,,
SOCIAL,CJ ENM,2023,Human Rights - Number of Valid and Resolved Cases - Number of valid and resolved cases related to sexual harassment,1,Case,,,,,,,,
SOCIAL,CJ ENM,2024,Human Rights - Number of Valid and Resolved Cases - Number of valid and resolved cases related to sexual harassment,1,Case,,,,,,,,
SOCIAL,CJ ENM,2022,Human Rights - Number of Valid and Resolved Cases - Number of valid and resolved cases related to workplace bullying,3,Case,,,,,,,,
SOCIAL,CJ ENM,2023,Human Rights - Number of Valid and Resolved Cases - Number of valid and resolved cases related to workplace bullying,1,Case,,,,,,,,
SOCIAL,CJ ENM,2024,Human Rights - Number of Valid and Resolved Cases - Number of valid and resolved cases related to workplace bullying,1,Case,,,,,,,,
SOCIAL,CJ ENM,2022,Human Rights - Number of Valid and Resolved Cases - Number of valid and resolved cases related to safety accidents,0,Case,,,,,,,,
SOCIAL,CJ ENM,2023,Human Rights - Number of Valid and Resolved Cases - Number of valid and resolved cases related to safety accidents,0,Case,,,,,,,,
SOCIAL,CJ ENM,2024,Human Rights - Number of Valid and Resolved Cases - Number of valid and resolved cases related to safety accidents,0,Case,,,,,,,,
ENVIRONMENTAL,CJ ENM,2022,Performance of Environmentally-Friendly 3-Free & 3R Policies and Effects of Packaging Usage - Total Reduced Amount of Plastic Usage,37,Ton,,,,,,,,
ENVIRONMENTAL,CJ ENM,2023,Performance of Environmentally-Friendly 3-Free & 3R Policies and Effects of Packaging Usage - Total Reduced Amount of Plastic Usage,28,Ton,,,,,,,,
